gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,,Maths - Reading Calc,,x.bar is average,,180817,229689,212957,,
male,group D,some high school,standard,completed,71,69,68,,50,60,-16.1,-9.1,146.51,259.21,82.81,,
male,group E,some college,standard,none,68,72,65,,87,84,20.9,14.9,311.41,436.81,222.01,,
male,group C,master's degree,free/reduced,completed,79,77,75,,71,69,4.9,-0.1,-0.49,24.01,0.01,,
female,group C,some high school,standard,completed,77,90,85,,68,72,1.9,2.9,5.51,3.61,8.41,,
male,group C,associate's degree,free/reduced,none,58,55,53,,79,77,12.9,7.9,101.91,166.41,62.41,,
female,group E,associate's degree,standard,none,84,95,92,,77,90,10.9,20.9,227.81,118.81,436.81,,
male,group D,some college,standard,none,55,58,52,,58,55,-8.1,-14.1,114.21,65.61,198.81,,
male,group E,bachelor's degree,free/reduced,completed,70,68,72,,84,95,17.9,25.9,463.61,320.41,670.81,,
female,group D,some college,free/reduced,completed,52,59,65,,55,58,-11.1,-11.1,123.21,123.21,123.21,,
male,group B,some college,standard,completed,69,77,77,,70,68,3.9,-1.1,-4.29,15.21,1.21,,
female,group C,high school,free/reduced,none,53,72,64,,52,59,-14.1,-10.1,142.41,198.81,102.01,,
female,group D,some high school,standard,none,48,58,54,,69,77,2.9,7.9,22.91,8.41,62.41,,
male,group D,some high school,standard,completed,78,81,86,,53,72,-13.1,2.9,-37.99,171.61,8.41,,
female,group B,high school,standard,none,62,62,63,,48,58,-18.1,-11.1,200.91,327.61,123.21,,
male,group D,some college,standard,none,60,63,59,,78,81,11.9,11.9,141.61,141.61,141.61,,
female,group B,high school,standard,none,74,72,72,,62,62,-4.1,-7.1,29.11,16.81,50.41,,
female,group C,high school,standard,completed,58,75,77,,60,63,-6.1,-6.1,37.21,37.21,37.21,,
male,group B,high school,standard,completed,76,62,60,,74,72,7.9,2.9,22.91,62.41,8.41,,
female,group D,some high school,standard,none,68,71,75,,58,75,-8.1,5.9,-47.79,65.61,34.81,,
male,group A,some college,free/reduced,none,58,60,57,,76,62,9.9,-7.1,-70.29,98.01,50.41,,
male,group B,high school,standard,none,52,48,49,,68,71,1.9,1.9,3.61,3.61,3.61,,
male,group D,bachelor's degree,standard,none,75,73,74,,58,60,-8.1,-9.1,73.71,65.61,82.81,,
female,group B,some high school,free/reduced,completed,52,67,72,,52,48,-14.1,-21.1,297.51,198.81,445.21,,
female,group C,bachelor's degree,free/reduced,none,62,78,79,,75,73,8.9,3.9,34.71,79.21,15.21,,
male,group B,some college,standard,none,66,65,60,,52,67,-14.1,-2.1,29.61,198.81,4.41,,
female,group B,some high school,free/reduced,none,49,58,55,,62,78,-4.1,8.9,-36.49,16.81,79.21,,
female,group B,high school,standard,none,66,72,70,,66,65,-0.1,-4.1,0.41,0.01,16.81,,
female,group C,some college,free/reduced,none,35,44,43,,49,58,-17.1,-11.1,189.81,292.41,123.21,,
female,group A,some college,standard,completed,72,79,82,,66,72,-0.1,2.9,-0.29,0.01,8.41,,
male,group E,associate's degree,standard,completed,94,85,82,,35,44,-31.1,-25.1,780.61,967.21,630.01,,
female,group D,associate's degree,free/reduced,none,46,56,57,,72,79,5.9,9.9,58.41,34.81,98.01,,
female,group B,master's degree,standard,none,77,90,84,,94,85,27.9,15.9,443.61,778.41,252.81,,
female,group B,high school,free/reduced,completed,76,85,82,,46,56,-20.1,-13.1,263.31,404.01,171.61,,
female,group C,associate's degree,standard,completed,52,59,62,,77,90,10.9,20.9,227.81,118.81,436.81,,
male,group C,bachelor's degree,standard,completed,91,81,79,,76,85,9.9,15.9,157.41,98.01,252.81,,
female,group B,some high school,standard,completed,32,51,44,,52,59,-14.1,-10.1,142.41,198.81,102.01,,
female,group E,some high school,free/reduced,none,72,79,77,,91,81,24.9,11.9,296.31,620.01,141.61,,
female,group B,some college,standard,none,19,38,32,,32,51,-34.1,-18.1,617.21,1162.81,327.61,,
male,group C,associate's degree,free/reduced,none,68,65,61,,72,79,5.9,9.9,58.41,34.81,98.01,,
female,group C,master's degree,free/reduced,none,52,65,61,,19,38,-47.1,-31.1,1464.81,2218.41,967.21,,
female,group B,high school,standard,none,48,62,60,,68,65,1.9,-4.1,-7.79,3.61,16.81,,
female,group D,some college,free/reduced,none,60,66,70,,52,65,-14.1,-4.1,57.81,198.81,16.81,,
male,group D,high school,free/reduced,none,66,74,69,,48,62,-18.1,-7.1,128.51,327.61,50.41,,
male,group E,some high school,standard,completed,89,84,77,,60,66,-6.1,-3.1,18.91,37.21,9.61,,
female,group B,high school,standard,none,42,52,51,,66,74,-0.1,4.9,-0.49,0.01,24.01,,
female,group E,associate's degree,free/reduced,completed,57,68,73,,89,84,22.9,14.9,341.21,524.41,222.01,,
male,group D,high school,standard,none,70,70,70,,42,52,-24.1,-17.1,412.11,580.81,292.41,,
female,group E,associate's degree,free/reduced,none,70,84,81,,57,68,-9.1,-1.1,10.01,82.81,1.21,,
male,group E,some college,standard,none,69,60,54,,70,70,3.9,0.9,3.51,15.21,0.81,,
female,group C,associate's degree,standard,none,52,55,57,,70,84,3.9,14.9,58.11,15.21,222.01,,
male,group C,some high school,standard,completed,67,73,68,,69,60,2.9,-9.1,-26.39,8.41,82.81,,
male,group C,some high school,standard,completed,76,80,73,,52,55,-14.1,-14.1,198.81,198.81,198.81,,
female,group E,associate's degree,standard,none,87,94,95,,67,73,0.9,3.9,3.51,0.81,15.21,,
female,group B,some college,standard,none,82,85,87,,76,80,9.9,10.9,107.91,98.01,118.81,,
female,group C,some college,standard,none,73,76,78,,87,94,20.9,24.9,520.41,436.81,620.01,,
male,group A,some college,free/reduced,none,75,81,74,,82,85,15.9,15.9,252.81,252.81,252.81,,
female,group D,some college,free/reduced,none,64,74,75,,73,76,6.9,6.9,47.61,47.61,47.61,,
female,group E,high school,free/reduced,none,41,45,40,,75,81,8.9,11.9,105.91,79.21,141.61,,
male,group C,high school,standard,none,90,75,69,,64,74,-2.1,4.9,-10.29,4.41,24.01,,
male,group B,bachelor's degree,standard,none,59,54,51,,41,45,-25.1,-24.1,604.91,630.01,580.81,,
male,group A,some high school,standard,none,51,31,36,,90,75,23.9,5.9,141.01,571.21,34.81,,
male,group A,high school,free/reduced,none,45,47,49,,59,54,-7.1,-15.1,107.21,50.41,228.01,,
female,group C,master's degree,standard,completed,54,64,67,,51,31,-15.1,-38.1,575.31,228.01,1451.61,,
male,group E,some high school,standard,completed,87,84,76,,45,47,-21.1,-22.1,466.31,445.21,488.41,,
female,group C,high school,standard,none,72,80,83,,54,64,-12.1,-5.1,61.71,146.41,26.01,,
male,group B,some high school,standard,completed,94,86,87,,87,84,20.9,14.9,311.41,436.81,222.01,,
female,group A,bachelor's degree,standard,none,45,59,64,,72,80,5.9,10.9,64.31,34.81,118.81,,
male,group D,bachelor's degree,free/reduced,completed,61,70,76,,94,86,27.9,16.9,471.51,778.41,285.61,,
female,group B,high school,free/reduced,none,60,72,68,,45,59,-21.1,-10.1,213.11,445.21,102.01,,
female,group C,some high school,standard,none,77,91,88,,61,70,-5.1,0.9,-4.59,26.01,0.81,,
female,group A,some high school,standard,completed,85,90,92,,60,72,-6.1,2.9,-17.69,37.21,8.41,,
female,group D,bachelor's degree,free/reduced,none,78,90,93,,77,91,10.9,21.9,238.71,118.81,479.61,,
male,group E,some college,free/reduced,completed,49,52,51,,85,90,18.9,20.9,395.01,357.21,436.81,,
female,group B,high school,free/reduced,none,71,87,82,,78,90,11.9,20.9,248.71,141.61,436.81,,
female,group C,some high school,free/reduced,none,48,58,52,,49,52,-17.1,-17.1,292.41,292.41,292.41,,
male,group C,high school,standard,none,62,67,58,,71,87,4.9,17.9,87.71,24.01,320.41,,
female,group C,associate's degree,free/reduced,completed,56,68,70,,48,58,-18.1,-11.1,200.91,327.61,123.21,,
female,group C,some high school,standard,none,65,69,76,,62,67,-4.1,-2.1,8.61,16.81,4.41,,
female,group D,some high school,free/reduced,completed,69,86,81,,56,68,-10.1,-1.1,11.11,102.01,1.21,,
male,group B,some high school,standard,none,68,54,53,,65,69,-1.1,-0.1,0.11,1.21,0.01,,
female,group A,some college,free/reduced,none,61,60,57,,69,86,2.9,16.9,49.01,8.41,285.61,,
female,group C,bachelor's degree,free/reduced,completed,74,86,89,,68,54,1.9,-15.1,-28.69,3.61,228.01,,
male,group A,bachelor's degree,standard,none,64,60,58,,61,60,-5.1,-9.1,46.41,26.01,82.81,,
female,group B,high school,standard,completed,77,82,89,,74,86,7.9,16.9,133.51,62.41,285.61,,
male,group B,some college,standard,none,58,50,45,,64,60,-2.1,-9.1,19.11,4.41,82.81,,
female,group C,high school,standard,completed,60,64,74,,77,82,10.9,12.9,140.61,118.81,166.41,,
male,group E,high school,standard,none,73,64,57,,58,50,-8.1,-19.1,154.71,65.61,364.81,,
female,group A,high school,standard,completed,75,82,79,,60,64,-6.1,-5.1,31.11,37.21,26.01,,
male,group B,associate's degree,free/reduced,completed,58,57,53,,73,64,6.9,-5.1,-35.19,47.61,26.01,,
female,group C,associate's degree,standard,none,66,77,73,,75,82,8.9,12.9,114.81,79.21,166.41,,
female,group D,high school,free/reduced,none,39,52,46,,58,57,-8.1,-12.1,98.01,65.61,146.41,,
male,group C,some high school,standard,none,64,58,51,,66,77,-0.1,7.9,-0.79,0.01,62.41,,
female,group B,high school,free/reduced,completed,23,44,36,,39,52,-27.1,-17.1,463.41,734.41,292.41,,
male,group B,some college,free/reduced,completed,74,77,76,,64,58,-2.1,-11.1,23.31,4.41,123.21,,
female,group D,some high school,free/reduced,completed,40,65,64,,23,44,-43.1,-25.1,1081.81,1857.61,630.01,,
male,group E,master's degree,standard,none,90,85,84,,74,77,7.9,7.9,62.41,62.41,62.41,,
male,group C,master's degree,standard,completed,91,85,85,,40,65,-26.1,-4.1,107.01,681.21,16.81,,
male,group D,high school,standard,none,64,54,50,,90,85,23.9,15.9,380.01,571.21,252.81,,
female,group C,high school,standard,none,59,72,68,,91,85,24.9,15.9,395.91,620.01,252.81,,
male,group D,associate's degree,standard,none,80,75,69,,64,54,-2.1,-15.1,31.71,4.41,228.01,,
male,group C,master's degree,standard,none,71,67,67,,59,72,-7.1,2.9,-20.59,50.41,8.41,,
female,group A,high school,standard,none,61,68,63,,80,75,13.9,5.9,82.01,193.21,34.81,,
female,group E,some college,standard,none,87,85,93,,71,67,4.9,-2.1,-10.29,24.01,4.41,,
male,group E,some high school,standard,none,82,67,61,,61,68,-5.1,-1.1,5.61,26.01,1.21,,
male,group C,some high school,standard,none,62,64,55,,87,85,20.9,15.9,332.31,436.81,252.81,,
female,group B,bachelor's degree,standard,none,97,97,96,,82,67,15.9,-2.1,-33.39,252.81,4.41,,
male,group B,some college,free/reduced,none,75,68,65,,62,64,-4.1,-5.1,20.91,16.81,26.01,,
female,group C,bachelor's degree,standard,none,65,79,81,,97,97,30.9,27.9,862.11,954.81,778.41,,
male,group B,high school,standard,completed,52,49,46,,75,68,8.9,-1.1,-9.79,79.21,1.21,,
male,group C,associate's degree,free/reduced,none,87,73,72,,65,79,-1.1,9.9,-10.89,1.21,98.01,,
female,group C,associate's degree,standard,none,53,62,53,,52,49,-14.1,-20.1,283.41,198.81,404.01,,
female,group E,master's degree,free/reduced,none,81,86,87,,87,73,20.9,3.9,81.51,436.81,15.21,,
male,group D,bachelor's degree,free/reduced,completed,39,42,38,,53,62,-13.1,-7.1,93.01,171.61,50.41,,
female,group C,some college,standard,completed,71,71,80,,81,86,14.9,16.9,251.81,222.01,285.61,,
male,group C,associate's degree,standard,none,97,93,91,,39,42,-27.1,-27.1,734.41,734.41,734.41,,
male,group D,some college,standard,completed,82,82,88,,71,71,4.9,1.9,9.31,24.01,3.61,,
male,group C,high school,free/reduced,none,59,53,52,,97,93,30.9,23.9,738.51,954.81,571.21,,
male,group B,associate's degree,standard,none,61,42,41,,82,82,15.9,12.9,205.11,252.81,166.41,,
male,group E,associate's degree,free/reduced,completed,78,74,72,,59,53,-7.1,-16.1,114.31,50.41,259.21,,
male,group C,associate's degree,free/reduced,none,49,51,51,,61,42,-5.1,-27.1,138.21,26.01,734.41,,
male,group B,high school,standard,none,59,58,47,,78,74,11.9,4.9,58.31,141.61,24.01,,
female,group C,some college,standard,completed,70,72,76,,49,51,-17.1,-18.1,309.51,292.41,327.61,,
male,group B,associate's degree,standard,completed,82,84,78,,59,58,-7.1,-11.1,78.81,50.41,123.21,,
male,group E,associate's degree,free/reduced,none,90,90,82,,70,72,3.9,2.9,11.31,15.21,8.41,,
female,group C,bachelor's degree,free/reduced,none,43,62,61,,82,84,15.9,14.9,236.91,252.81,222.01,,
male,group C,some college,free/reduced,none,80,64,66,,90,90,23.9,20.9,499.51,571.21,436.81,,
male,group D,some college,standard,none,81,82,84,,43,62,-23.1,-7.1,164.01,533.61,50.41,,
male,group C,some high school,standard,none,57,61,54,,80,64,13.9,-5.1,-70.89,193.21,26.01,,
female,group D,some high school,standard,none,59,72,80,,81,82,14.9,12.9,192.21,222.01,166.41,,
female,group D,associate's degree,standard,none,64,76,74,,57,61,-9.1,-8.1,73.71,82.81,65.61,,
male,group C,bachelor's degree,standard,completed,63,64,66,,59,72,-7.1,2.9,-20.59,50.41,8.41,,
female,group E,bachelor's degree,standard,completed,71,70,70,,64,76,-2.1,6.9,-14.49,4.41,47.61,,
female,group B,high school,free/reduced,none,64,73,71,,63,64,-3.1,-5.1,15.81,9.61,26.01,,
male,group D,bachelor's degree,free/reduced,none,55,46,44,,71,70,4.9,0.9,4.41,24.01,0.81,,
female,group E,associate's degree,standard,none,51,51,54,,64,73,-2.1,3.9,-8.19,4.41,15.21,,
female,group C,associate's degree,standard,completed,62,76,80,,55,46,-11.1,-23.1,256.41,123.21,533.61,,
female,group E,associate's degree,standard,completed,93,100,95,,51,51,-15.1,-18.1,273.31,228.01,327.61,,
male,group C,high school,free/reduced,none,54,72,59,,62,76,-4.1,6.9,-28.29,16.81,47.61,,
female,group D,some college,free/reduced,none,69,65,74,,93,100,26.9,30.9,831.21,723.61,954.81,,
male,group D,high school,free/reduced,none,44,51,48,,54,72,-12.1,2.9,-35.09,146.41,8.41,,
female,group E,some college,standard,completed,86,85,91,,69,65,2.9,-4.1,-11.89,8.41,16.81,,
female,group E,associate's degree,standard,none,85,92,85,,44,51,-22.1,-18.1,400.01,488.41,327.61,,
female,group A,master's degree,free/reduced,none,50,67,73,,86,85,19.9,15.9,316.41,396.01,252.81,,
male,group D,some high school,standard,completed,88,74,75,,85,92,18.9,22.9,432.81,357.21,524.41,,
female,group E,associate's degree,standard,none,59,62,69,,50,67,-16.1,-2.1,33.81,259.21,4.41,,
female,group E,some high school,free/reduced,none,32,34,38,,88,74,21.9,4.9,107.31,479.61,24.01,,
male,group B,high school,free/reduced,none,36,29,27,,59,62,-7.1,-7.1,50.41,50.41,50.41,,
female,group B,some high school,free/reduced,completed,63,78,79,,32,34,-34.1,-35.1,1196.91,1162.81,1232.01,,
male,group D,associate's degree,standard,completed,67,54,63,,36,29,-30.1,-40.1,1207.01,906.01,1608.01,,
female,group D,some high school,standard,completed,65,78,82,,63,78,-3.1,8.9,-27.59,9.61,79.21,,
male,group D,master's degree,standard,none,85,84,89,,67,54,0.9,-15.1,-13.59,0.81,228.01,,
female,group C,master's degree,standard,none,73,78,74,,65,78,-1.1,8.9,-9.79,1.21,79.21,,
female,group A,high school,free/reduced,completed,34,48,41,,85,84,18.9,14.9,281.61,357.21,222.01,,
female,group D,bachelor's degree,free/reduced,completed,93,100,100,,73,78,6.9,8.9,61.41,47.61,79.21,,
female,group D,some high school,free/reduced,none,67,84,84,,34,48,-32.1,-21.1,677.31,1030.41,445.21,,
male,group D,some college,standard,none,88,77,77,,93,100,26.9,30.9,831.21,723.61,954.81,,
male,group B,high school,standard,none,57,48,51,,67,84,0.9,14.9,13.41,0.81,222.01,,
female,group D,some college,standard,completed,79,84,91,,88,77,21.9,7.9,173.01,479.61,62.41,,
female,group C,bachelor's degree,free/reduced,none,67,75,72,,57,48,-9.1,-21.1,192.01,82.81,445.21,,
male,group E,bachelor's degree,standard,completed,70,64,70,,79,84,12.9,14.9,192.21,166.41,222.01,,
male,group D,bachelor's degree,free/reduced,none,50,42,48,,67,75,0.9,5.9,5.31,0.81,34.81,,
female,group A,some college,standard,none,69,84,82,,70,64,3.9,-5.1,-19.89,15.21,26.01,,
female,group C,bachelor's degree,standard,completed,52,61,66,,50,42,-16.1,-27.1,436.31,259.21,734.41,,
female,group C,bachelor's degree,free/reduced,completed,47,62,66,,69,84,2.9,14.9,43.21,8.41,222.01,,
female,group B,associate's degree,free/reduced,none,46,61,55,,52,61,-14.1,-8.1,114.21,198.81,65.61,,
female,group E,some college,standard,none,68,70,66,,47,62,-19.1,-7.1,135.61,364.81,50.41,,
male,group E,bachelor's degree,standard,completed,100,100,100,,46,61,-20.1,-8.1,162.81,404.01,65.61,,
female,group C,high school,standard,none,44,61,52,,68,70,1.9,0.9,1.71,3.61,0.81,,
female,group C,associate's degree,standard,completed,57,77,80,,100,100,33.9,30.9,1047.51,1149.21,954.81,,
male,group B,some college,standard,completed,91,96,91,,44,61,-22.1,-8.1,179.01,488.41,65.61,,
male,group D,high school,free/reduced,none,69,70,67,,57,77,-9.1,7.9,-71.89,82.81,62.41,,
female,group C,high school,free/reduced,none,35,53,46,,91,96,24.9,26.9,669.81,620.01,723.61,,
male,group D,high school,standard,none,72,66,66,,69,70,2.9,0.9,2.61,8.41,0.81,,
female,group B,associate's degree,free/reduced,none,54,65,65,,35,53,-31.1,-16.1,500.71,967.21,259.21,,
male,group D,high school,free/reduced,none,74,70,69,,72,66,5.9,-3.1,-18.29,34.81,9.61,,
male,group E,some high school,standard,completed,74,64,60,,54,65,-12.1,-4.1,49.61,146.41,16.81,,
male,group E,associate's degree,free/reduced,none,64,56,52,,74,70,7.9,0.9,7.11,62.41,0.81,,
female,group D,high school,free/reduced,completed,65,61,71,,74,64,7.9,-5.1,-40.29,62.41,26.01,,
male,group E,associate's degree,free/reduced,completed,46,43,44,,64,56,-2.1,-13.1,27.51,4.41,171.61,,
female,group C,some high school,free/reduced,none,48,56,51,,65,61,-1.1,-8.1,8.91,1.21,65.61,,
male,group C,some college,free/reduced,completed,67,74,70,,46,43,-20.1,-26.1,524.61,404.01,681.21,,
male,group D,some college,free/reduced,none,62,57,62,,48,56,-18.1,-13.1,237.11,327.61,171.61,,
male,group D,associate's degree,free/reduced,completed,61,71,73,,67,74,0.9,4.9,4.41,0.81,24.01,,
male,group C,bachelor's degree,free/reduced,completed,70,75,74,,62,57,-4.1,-12.1,49.61,16.81,146.41,,
male,group C,associate's degree,standard,completed,98,87,90,,61,71,-5.1,1.9,-9.69,26.01,3.61,,
male,group D,some college,free/reduced,none,70,63,58,,70,75,3.9,5.9,23.01,15.21,34.81,,
male,group A,associate's degree,standard,none,67,57,53,,98,87,31.9,17.9,571.01,1017.61,320.41,,
female,group E,high school,free/reduced,none,57,58,57,,70,63,3.9,-6.1,-23.79,15.21,37.21,,
male,group D,some college,standard,completed,85,81,85,,67,57,0.9,-12.1,-10.89,0.81,146.41,,
male,group D,some high school,standard,completed,77,68,69,,57,58,-9.1,-11.1,101.01,82.81,123.21,,
male,group C,master's degree,free/reduced,completed,72,66,72,,85,81,18.9,11.9,224.91,357.21,141.61,,
female,group D,master's degree,standard,none,78,91,96,,77,68,10.9,-1.1,-11.99,118.81,1.21,,
male,group C,high school,standard,none,81,66,64,,72,66,5.9,-3.1,-18.29,34.81,9.61,,
male,group A,some high school,free/reduced,completed,61,62,61,,78,91,11.9,21.9,260.61,141.61,479.61,,
female,group B,high school,standard,none,58,68,61,,81,66,14.9,-3.1,-46.19,222.01,9.61,,
female,group C,associate's degree,standard,none,54,61,58,,61,62,-5.1,-7.1,36.21,26.01,50.41,,
male,group B,high school,standard,none,82,82,80,,58,68,-8.1,-1.1,8.91,65.61,1.21,,
female,group D,some college,free/reduced,none,49,58,60,,54,61,-12.1,-8.1,98.01,146.41,65.61,,
male,group B,some high school,free/reduced,completed,49,50,52,,82,82,15.9,12.9,205.11,252.81,166.41,,
female,group E,high school,free/reduced,completed,57,75,73,,49,58,-17.1,-11.1,189.81,292.41,123.21,,
male,group E,high school,standard,none,94,73,71,,49,50,-17.1,-19.1,326.61,292.41,364.81,,
female,group D,some college,standard,completed,75,77,83,,57,75,-9.1,5.9,-53.69,82.81,34.81,,
female,group E,some high school,free/reduced,none,74,74,72,,94,73,27.9,3.9,108.81,778.41,15.21,,
male,group C,high school,standard,completed,58,52,54,,75,77,8.9,7.9,70.31,79.21,62.41,,
female,group C,some college,standard,none,62,69,69,,74,74,7.9,4.9,38.71,62.41,24.01,,
male,group E,associate's degree,standard,none,72,57,62,,58,52,-8.1,-17.1,138.51,65.61,292.41,,
male,group C,some college,standard,none,84,87,81,,62,69,-4.1,-0.1,0.41,16.81,0.01,,
female,group D,master's degree,standard,none,92,100,100,,72,57,5.9,-12.1,-71.39,34.81,146.41,,
female,group D,high school,standard,none,45,63,59,,84,87,17.9,17.9,320.41,320.41,320.41,,
male,group C,high school,standard,none,75,81,71,,92,100,25.9,30.9,800.31,670.81,954.81,,
female,group A,some college,standard,none,56,58,64,,45,63,-21.1,-6.1,128.71,445.21,37.21,,
female,group D,some high school,free/reduced,none,48,54,53,,75,81,8.9,11.9,105.91,79.21,141.61,,
female,group E,associate's degree,standard,none,100,100,100,,56,58,-10.1,-11.1,112.11,102.01,123.21,,
female,group C,some high school,free/reduced,completed,65,76,75,,48,54,-18.1,-15.1,273.31,327.61,228.01,,
male,group D,some college,standard,none,72,57,58,,100,100,33.9,30.9,1047.51,1149.21,954.81,,
female,group D,some college,standard,none,62,70,72,,65,76,-1.1,6.9,-7.59,1.21,47.61,,
male,group A,some high school,standard,completed,66,68,64,,72,57,5.9,-12.1,-71.39,34.81,146.41,,
male,group C,some college,standard,none,63,63,60,,62,70,-4.1,0.9,-3.69,16.81,0.81,,
female,group E,associate's degree,standard,none,68,76,67,,66,68,-0.1,-1.1,0.11,0.01,1.21,,
female,group B,bachelor's degree,standard,none,75,84,80,,63,63,-3.1,-6.1,18.91,9.61,37.21,,
female,group D,bachelor's degree,standard,none,89,100,100,,68,76,1.9,6.9,13.11,3.61,47.61,,
male,group C,some high school,standard,completed,78,72,69,,75,84,8.9,14.9,132.61,79.21,222.01,,
female,group A,high school,free/reduced,completed,53,50,60,,89,100,22.9,30.9,707.61,524.41,954.81,,
female,group D,some college,free/reduced,none,49,65,61,,78,72,11.9,2.9,34.51,141.61,8.41,,
female,group A,some college,standard,none,54,63,67,,53,50,-13.1,-19.1,250.21,171.61,364.81,,
female,group C,some college,standard,completed,64,82,77,,49,65,-17.1,-4.1,70.11,292.41,16.81,,
male,group B,some college,free/reduced,completed,60,62,60,,54,63,-12.1,-6.1,73.81,146.41,37.21,,
male,group C,associate's degree,standard,none,62,65,58,,64,82,-2.1,12.9,-27.09,4.41,166.41,,
male,group D,high school,standard,completed,55,41,48,,60,62,-6.1,-7.1,43.31,37.21,50.41,,
female,group C,associate's degree,standard,none,91,95,94,,62,65,-4.1,-4.1,16.81,16.81,16.81,,
female,group B,high school,free/reduced,none,8,24,23,,55,41,-11.1,-28.1,311.91,123.21,789.61,,
male,group D,some high school,standard,none,81,78,78,,91,95,24.9,25.9,644.91,620.01,670.81,,
male,group B,some high school,standard,completed,79,85,86,,8,24,-58.1,-45.1,2620.31,3375.61,2034.01,,
female,group A,some college,standard,completed,78,87,91,,81,78,14.9,8.9,132.61,222.01,79.21,,
female,group C,some high school,standard,none,74,75,82,,79,85,12.9,15.9,205.11,166.41,252.81,,
male,group A,high school,standard,none,57,51,54,,78,87,11.9,17.9,213.01,141.61,320.41,,
female,group C,associate's degree,standard,none,40,59,51,,74,75,7.9,5.9,46.61,62.41,34.81,,
male,group E,some high school,standard,completed,81,75,76,,57,51,-9.1,-18.1,164.71,82.81,327.61,,
female,group A,some high school,free/reduced,none,44,45,45,,40,59,-26.1,-10.1,263.61,681.21,102.01,,
female,group D,some college,free/reduced,completed,67,86,83,,81,75,14.9,5.9,87.91,222.01,34.81,,
male,group E,high school,free/reduced,completed,86,81,75,,44,45,-22.1,-24.1,532.61,488.41,580.81,,
female,group B,some high school,standard,completed,65,82,78,,67,86,0.9,16.9,15.21,0.81,285.61,,
female,group D,associate's degree,free/reduced,none,55,76,76,,86,81,19.9,11.9,236.81,396.01,141.61,,
female,group D,bachelor's degree,free/reduced,none,62,72,74,,65,82,-1.1,12.9,-14.19,1.21,166.41,,
male,group A,high school,standard,none,63,63,62,,55,76,-11.1,6.9,-76.59,123.21,47.61,,
female,group E,master's degree,standard,completed,88,99,95,,62,72,-4.1,2.9,-11.89,16.81,8.41,,
male,group C,high school,free/reduced,none,62,55,55,,63,63,-3.1,-6.1,18.91,9.61,37.21,,
female,group C,high school,free/reduced,completed,59,71,65,,88,99,21.9,29.9,654.81,479.61,894.01,,
female,group D,some college,standard,completed,68,78,77,,62,55,-4.1,-14.1,57.81,16.81,198.81,,
female,group D,some college,free/reduced,none,77,86,86,,59,71,-7.1,1.9,-13.49,50.41,3.61,,
,,,,,,,,,68,78,1.9,8.9,16.91,3.61,79.21,,
,,,,,,,,,77,86,10.9,16.9,184.21,118.81,285.61,,
,,,,,,,,,66.089,69.169,,,180817.2,229689.2,212957.2,,
